,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,auto_arima,CDS_bond_basis_non_aggregated,6137,12,8709.743032633052,1.2976522875522627,2019.9017600828583,0.14964292654278738,2260.996905677368,0.21499308809099185
