,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,auto_ces,corp_bond_portfolio_returns,10,12,6.604107209200433,1.1441493067763913,0.8386775781124015,0.11182240493508289,1.0081904803727921,0.15535449487649627
