,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,auto_arima,treasury_sf_basis,5,12,1.2677482067649646,0.5925060814357002,0.08768672947922565,0.08386385277553218,0.11754042637937057,0.11165261597014035
