,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,prophet,he_kelly_manela_factors_daily,4,252,0.4319338027769182,0.45048627890869697,0.027457310067548764,0.024783348354472948,0.035341783535911886,0.03557852905402352
