,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,naive_movav,treasury_swap_basis,7,12,10.504625818333794,1.108331277788917,0.29540414788893293,0.12021730840206146,0.29540414788893293,0.12021730840206146
