,index,KW1 Comdty_PX_LAST,KW2 Comdty_PX_LAST,KW3 Comdty_PX_LAST,SI3 Comdty_PX_LAST
0,1970-01-05,137.375,135.5,131.75,
1,1970-01-06,138.25,136.75,132.625,
2,1970-01-07,139.125,136.75,132.875,
3,1970-01-08,139.5,137.25,133.125,
4,1970-01-09,139.0,136.375,132.875,
5,1970-01-12,139.25,136.375,132.625,
6,1970-01-13,139.125,135.875,132.625,
7,1970-01-14,139.125,135.5,132.125,
8,1970-01-15,139.75,135.875,132.25,
9,1970-01-16,139.5,135.5,131.75,
10,1970-01-19,139.875,135.625,132.0,
11,1970-01-20,140.5,136.0,132.625,
12,1970-01-21,140.25,135.375,132.125,
13,1970-01-22,140.0,135.125,132.125,
14,1970-01-23,140.375,135.625,132.625,
15,1970-01-26,139.875,135.25,132.25,
16,1970-01-27,139.5,135.125,132.125,
17,1970-01-28,139.375,135.25,132.25,
18,1970-01-29,139.125,135.125,132.125,
19,1970-01-30,139.0,135.25,132.25,
20,1970-02-02,138.875,135.0,132.25,
21,1970-02-03,138.75,135.125,132.0,
22,1970-02-04,138.625,135.25,132.25,
23,1970-02-05,138.625,135.375,132.375,
24,1970-02-06,138.75,135.5,132.625,
25,1970-02-09,138.875,135.75,132.75,
26,1970-02-10,140.0,136.875,133.5,
27,1970-02-11,140.5,137.375,134.25,
28,1970-02-12,140.125,136.875,134.0,
29,1970-02-13,140.0,137.0,133.75,
30,1970-02-16,140.5,137.375,134.625,
31,1970-02-17,140.75,137.625,134.0,
32,1970-02-18,141.75,138.75,136.0,
33,1970-02-19,141.25,138.75,135.25,
34,1970-02-20,141.0,138.625,135.25,
35,1970-02-24,141.0,138.75,135.5,
36,1970-02-25,140.875,138.875,135.375,
37,1970-02-26,140.5,138.25,135.0,
38,1970-02-27,139.875,137.75,133.75,
39,1970-03-02,139.5,137.25,133.25,
40,1970-03-03,139.875,137.0,133.375,
41,1970-03-04,141.125,137.75,133.625,
42,1970-03-05,140.75,137.25,133.125,
43,1970-03-06,139.75,136.5,132.875,
44,1970-03-09,139.375,136.5,132.5,
45,1970-03-10,139.875,137.125,133.25,
46,1970-03-11,140.75,137.75,133.75,
47,1970-03-12,141.0,138.0,134.0,
48,1970-03-13,140.75,137.875,134.125,
49,1970-03-16,140.375,137.5,133.125,
50,1970-03-17,138.5,137.125,132.75,
51,1970-03-18,138.5,137.5,132.75,
52,1970-03-19,139.0,138.0,132.875,
53,1970-03-20,137.75,132.875,135.25,
54,1970-03-23,138.625,133.375,135.75,
55,1970-03-24,139.0,134.0,136.125,
56,1970-03-25,138.75,133.75,136.0,
57,1970-03-26,138.875,133.625,136.125,
58,1970-03-30,138.0,132.75,135.375,
59,1970-03-31,138.0,132.5,135.125,
60,1970-04-01,138.25,132.375,135.125,
61,1970-04-02,138.625,132.375,135.0,
62,1970-04-03,138.875,132.5,135.25,
63,1970-04-06,139.75,133.25,135.625,
64,1970-04-07,140.0,133.5,136.0,
65,1970-04-08,139.75,133.625,136.0,
66,1970-04-09,139.625,133.5,135.875,
67,1970-04-10,139.5,133.5,135.875,
68,1970-04-13,139.625,133.125,135.5,
69,1970-04-14,140.0,133.625,136.0,
70,1970-04-15,140.25,133.875,136.25,
71,1970-04-16,140.875,134.25,136.625,
72,1970-04-17,139.875,133.875,136.25,
73,1970-04-20,139.5,133.375,135.625,
74,1970-04-21,139.875,133.375,135.75,
75,1970-04-22,140.0,133.5,135.75,
76,1970-04-23,140.75,133.625,136.25,
77,1970-04-24,141.125,134.875,137.25,
78,1970-04-27,141.375,135.25,137.5,
79,1970-04-28,141.5,135.375,137.5,
80,1970-04-29,141.0,134.875,137.375,
81,1970-04-30,139.5,134.0,136.625,
82,1970-05-01,139.5,134.25,136.625,
83,1970-05-04,139.375,133.75,136.0,
84,1970-05-05,139.0,133.125,135.5,
85,1970-05-06,137.25,131.75,134.125,
86,1970-05-07,136.875,131.0,133.5,
87,1970-05-08,137.0,131.0,133.375,
88,1970-05-11,136.75,130.75,133.125,
89,1970-05-12,137.25,131.0,133.625,
90,1970-05-13,136.75,131.125,133.75,
91,1970-05-14,136.75,130.375,132.875,
92,1970-05-15,137.5,130.25,132.625,
93,1970-05-18,138.375,130.375,132.875,
94,1970-05-19,139.875,130.5,132.75,
95,1970-05-20,130.5,132.375,135.375,
96,1970-05-21,131.5,133.75,136.625,
97,1970-05-22,131.5,133.5,136.375,
98,1970-05-25,130.875,133.0,135.875,
99,1970-05-26,130.125,131.75,134.75,
100,1970-05-27,129.75,131.625,134.5,
101,1970-05-28,129.375,131.5,134.75,
102,1970-06-01,129.25,131.125,134.125,
103,1970-06-02,129.125,131.125,134.125,
104,1970-06-03,129.375,131.375,134.5,
105,1970-06-04,129.0,131.0,134.125,
106,1970-06-05,128.0,130.125,133.25,
107,1970-06-08,128.0,130.125,133.375,
108,1970-06-09,128.75,130.75,134.0,
109,1970-06-10,129.75,131.75,135.25,
110,1970-06-11,131.125,133.375,136.75,
111,1970-06-12,132.5,134.625,138.25,
112,1970-06-15,132.0,133.75,137.75,
113,1970-06-16,130.875,133.125,137.0,
114,1970-06-17,130.0,132.25,136.25,
115,1970-06-18,130.5,132.375,136.25,
116,1970-06-19,130.25,132.625,136.75,
117,1970-06-22,129.75,132.375,136.25,
118,1970-06-23,130.75,133.25,137.25,
119,1970-06-24,131.25,133.5,137.5,
120,1970-06-25,132.875,135.0,139.0,
121,1970-06-26,131.625,133.625,137.5,
122,1970-06-29,132.875,135.0,138.5,
123,1970-06-30,130.5,133.375,137.5,
124,1970-07-01,129.75,132.625,136.5,
125,1970-07-02,128.875,132.375,136.375,
126,1970-07-06,129.75,132.875,136.875,
127,1970-07-07,130.75,133.875,138.0,
128,1970-07-08,132.375,135.0,139.625,
129,1970-07-09,132.25,135.375,139.375,
130,1970-07-10,132.0,134.5,138.5,
131,1970-07-13,131.875,134.75,139.0,
132,1970-07-14,131.25,134.125,138.5,
133,1970-07-15,131.625,134.0,138.625,
134,1970-07-16,131.625,134.25,138.375,
135,1970-07-17,131.0,134.625,138.625,
136,1970-07-20,132.0,134.375,138.5,
137,1970-07-21,131.75,134.125,138.5,
138,1970-07-22,132.0,135.0,139.375,
139,1970-07-23,136.75,141.125,144.625,
140,1970-07-24,136.75,141.5,144.75,
141,1970-07-27,138.0,142.75,145.625,
142,1970-07-28,136.0,140.625,143.125,
143,1970-07-29,136.75,141.125,143.875,
144,1970-07-30,137.5,141.5,144.25,
145,1970-07-31,138.25,142.125,144.375,
146,1970-08-03,138.625,142.5,145.0,
147,1970-08-04,138.5,142.375,144.875,
148,1970-08-05,137.5,141.5,143.75,
149,1970-08-06,137.25,141.375,144.0,
150,1970-08-07,137.125,141.125,144.0,
151,1970-08-10,137.875,142.0,144.5,
152,1970-08-11,139.0,143.0,145.375,
153,1970-08-12,140.5,144.75,147.0,
154,1970-08-13,141.875,145.75,148.375,
155,1970-08-14,142.125,146.5,150.0,
156,1970-08-17,152.0,156.5,160.0,
157,1970-08-18,142.625,147.75,151.5,
158,1970-08-19,146.875,152.0,156.25,
159,1970-08-20,145.25,150.75,154.875,
160,1970-08-21,143.875,149.5,154.25,
161,1970-08-24,146.125,151.625,156.0,
162,1970-08-25,148.375,153.75,158.25,
163,1970-08-26,147.5,153.25,157.75,
164,1970-08-27,148.875,154.25,159.5,
165,1970-08-28,151.0,156.5,162.0,
166,1970-08-31,148.375,155.5,160.625,
167,1970-09-01,148.25,154.25,159.25,
168,1970-09-02,149.25,154.125,158.75,
169,1970-09-03,151.0,156.0,160.5,
170,1970-09-04,152.75,156.125,160.5,
171,1970-09-08,152.75,157.25,161.125,
172,1970-09-09,154.0,158.875,163.0,
173,1970-09-10,156.0,159.75,163.625,
174,1970-09-11,156.0,160.25,164.5,
175,1970-09-14,156.25,160.25,164.375,
176,1970-09-15,156.5,159.875,164.0,
177,1970-09-16,155.75,159.375,163.625,
178,1970-09-17,152.625,155.625,160.25,
179,1970-09-18,153.0,157.5,161.875,
180,1970-09-21,154.625,156.625,161.0,
181,1970-09-22,158.375,162.875,162.75,
182,1970-09-23,158.375,162.75,163.0,
183,1970-09-24,158.25,162.5,163.0,
184,1970-09-25,158.25,162.25,162.375,
185,1970-09-28,158.125,162.125,162.25,
186,1970-09-29,157.5,161.5,161.5,
187,1970-09-30,157.125,161.125,161.25,
188,1970-10-01,156.875,160.625,160.625,
189,1970-10-02,157.5,161.5,161.5,
190,1970-10-05,159.125,163.5,163.5,
191,1970-10-06,158.625,163.5,163.5,
192,1970-10-07,159.0,164.0,163.875,
193,1970-10-08,159.625,164.625,164.625,
194,1970-10-09,159.125,164.25,164.25,
195,1970-10-12,160.375,165.125,165.25,
196,1970-10-13,159.125,164.0,163.75,
197,1970-10-14,159.0,164.0,163.625,
198,1970-10-15,159.5,164.375,164.0,
199,1970-10-16,159.75,164.75,164.5,
200,1970-10-19,159.375,164.25,164.0,
201,1970-10-20,159.0,163.5,163.75,
202,1970-10-21,159.0,163.5,162.625,
203,1970-10-22,160.25,164.75,164.875,
204,1970-10-23,161.25,166.25,166.375,
205,1970-10-26,160.25,165.5,165.75,
206,1970-10-27,160.0,165.5,165.875,
207,1970-10-28,159.5,165.25,165.5,
208,1970-10-29,159.5,165.0,165.5,
209,1970-10-30,159.125,164.75,165.25,
210,1970-11-02,159.25,164.875,165.375,
211,1970-11-04,160.375,166.125,166.25,
212,1970-11-05,161.375,167.375,167.75,
213,1970-11-06,160.625,166.5,167.5,
214,1970-11-09,160.875,166.75,167.5,
215,1970-11-10,160.75,166.625,167.5,
216,1970-11-11,160.5,166.625,167.5,
217,1970-11-12,160.0,166.375,167.25,
218,1970-11-13,159.875,166.125,166.75,
219,1970-11-16,156.25,163.0,164.75,
220,1970-11-17,156.375,162.75,163.25,
221,1970-11-18,156.0,162.5,163.25,
222,1970-11-19,155.5,161.75,162.625,
223,1970-11-20,156.25,162.125,162.75,
224,1970-11-23,156.625,162.5,162.875,
225,1970-11-24,155.25,161.25,161.25,
226,1970-11-25,154.5,160.5,160.75,
227,1970-11-27,154.125,160.375,160.625,
228,1970-11-30,153.5,159.875,160.625,
229,1970-12-01,154.5,160.875,161.375,
230,1970-12-02,155.5,161.0,161.5,
231,1970-12-03,155.625,161.625,162.125,
232,1970-12-04,156.0,161.5,161.875,
233,1970-12-07,155.5,161.0,161.375,
234,1970-12-08,155.375,160.375,160.75,
235,1970-12-09,153.375,158.375,158.375,
236,1970-12-10,151.5,156.75,157.75,
237,1970-12-11,152.375,157.5,158.375,
238,1970-12-14,150.25,155.375,155.875,
239,1970-12-15,151.0,156.25,157.0,
240,1970-12-16,153.5,157.125,157.75,
241,1970-12-17,152.875,156.875,157.25,
242,1970-12-18,154.5,157.125,157.5,
243,1970-12-21,153.25,156.375,156.25,
244,1970-12-22,155.75,155.75,149.625,
245,1970-12-23,156.0,156.0,149.875,
246,1970-12-24,156.875,156.75,151.5,
247,1970-12-28,156.875,156.875,152.25,
248,1970-12-29,156.25,156.375,152.0,
249,1970-12-30,154.5,154.875,150.75,
250,1970-12-31,154.625,155.125,152.0,
251,1971-01-04,154.75,155.375,151.5,
252,1971-01-05,155.375,156.375,152.25,
253,1971-01-06,154.625,155.5,151.25,
254,1971-01-07,154.625,155.5,151.5,
255,1971-01-08,154.75,155.875,152.0,
256,1971-01-11,155.625,156.625,152.0,
257,1971-01-12,155.25,156.125,152.375,
258,1971-01-13,155.25,156.0,152.25,
259,1971-01-14,155.0,155.75,152.25,
260,1971-01-15,155.0,155.5,152.125,
261,1971-01-18,154.375,154.5,152.125,
262,1971-01-19,153.625,154.375,152.125,
263,1971-01-20,153.75,154.625,152.5,
264,1971-01-21,153.625,154.25,152.5,
265,1971-01-22,153.375,154.375,152.375,
266,1971-01-25,151.875,152.0,150.5,
267,1971-01-26,151.125,151.75,150.125,
268,1971-01-27,151.5,151.875,150.0,
269,1971-01-28,152.0,152.375,149.75,
270,1971-01-29,152.5,152.25,149.625,
271,1971-02-01,152.5,152.0,149.625,
272,1971-02-02,153.0,152.75,150.75,
273,1971-02-03,153.0,152.625,150.625,
274,1971-02-04,153.125,152.125,149.875,
275,1971-02-05,153.25,152.0,150.0,
276,1971-02-08,153.625,152.625,150.25,
277,1971-02-09,153.625,152.0,149.625,
278,1971-02-10,153.0,151.125,148.5,
279,1971-02-11,151.75,150.875,148.0,
280,1971-02-12,151.375,150.375,147.875,
281,1971-02-16,151.375,150.0,147.375,
282,1971-02-17,151.5,150.25,147.625,
283,1971-02-18,150.625,148.875,146.375,
284,1971-02-19,150.875,149.5,146.625,
285,1971-02-22,149.625,148.25,145.5,
286,1971-02-23,149.375,148.125,145.0,
287,1971-02-24,148.25,146.25,143.5,
288,1971-02-25,148.5,146.875,143.375,
289,1971-02-26,149.625,147.875,144.0,
290,1971-03-01,150.875,148.625,144.375,
291,1971-03-02,151.625,149.75,145.875,
292,1971-03-03,150.75,148.875,145.25,
293,1971-03-04,150.125,148.375,144.75,
294,1971-03-05,150.5,148.75,145.25,
295,1971-03-08,150.375,148.5,145.0,
296,1971-03-09,150.375,148.75,145.25,
297,1971-03-10,150.375,148.875,145.5,
298,1971-03-11,150.0,148.625,145.5,
299,1971-03-12,149.75,148.375,145.25,
300,1971-03-15,149.375,148.375,145.25,
301,1971-03-16,148.125,147.625,145.0,
302,1971-03-17,147.375,147.125,143.75,
303,1971-03-18,147.125,147.125,144.0,
304,1971-03-19,145.75,146.75,144.0,
305,1971-03-22,144.5,146.375,143.5,
306,1971-03-23,147.0,143.875,146.5,
307,1971-03-24,147.0,143.875,146.625,
308,1971-03-25,146.5,143.375,145.75,
309,1971-03-26,146.5,143.0,145.5,
310,1971-03-29,146.375,143.5,145.5,
311,1971-03-30,146.125,142.375,144.75,
312,1971-03-31,144.875,141.875,144.625,
313,1971-04-01,146.5,143.375,145.75,
314,1971-04-02,146.875,143.875,146.5,
315,1971-04-05,146.25,143.0,145.5,
316,1971-04-06,146.625,143.75,146.375,
317,1971-04-07,147.0,143.875,146.625,
318,1971-04-08,148.25,145.375,148.0,
319,1971-04-12,150.875,148.5,151.375,
320,1971-04-13,150.75,149.25,151.875,
321,1971-04-14,150.875,149.125,151.75,
322,1971-04-15,149.875,148.25,151.0,
323,1971-04-16,148.125,146.0,148.625,
324,1971-04-19,147.875,145.25,147.75,
325,1971-04-20,147.875,145.25,147.75,
326,1971-04-21,149.125,146.125,148.625,
327,1971-04-22,149.375,146.5,149.0,
328,1971-04-23,147.625,144.5,146.875,
329,1971-04-26,147.5,143.5,145.75,
330,1971-04-27,147.375,143.5,145.75,
331,1971-04-28,147.75,143.875,145.75,
332,1971-04-29,147.5,143.75,146.0,
333,1971-04-30,147.125,143.625,145.625,
334,1971-05-03,147.625,143.375,145.375,
335,1971-05-04,147.5,143.25,145.25,
336,1971-05-05,147.875,143.375,145.5,
337,1971-05-06,149.875,144.125,146.0,
338,1971-05-07,149.5,143.75,145.875,
339,1971-05-10,149.375,143.375,145.25,
340,1971-05-11,152.0,143.25,145.25,
341,1971-05-12,154.0,144.5,146.0,
342,1971-05-13,153.5,144.375,145.75,
343,1971-05-14,152.0,143.375,145.375,
344,1971-05-17,152.0,143.0,145.0,
345,1971-05-18,153.0,143.0,144.625,
346,1971-05-19,152.625,143.0,144.75,
347,1971-05-20,142.625,144.375,147.125,
348,1971-05-21,143.25,144.875,147.5,
349,1971-05-24,143.375,144.625,147.25,
350,1971-05-25,145.125,146.5,149.5,
351,1971-05-26,146.75,147.5,150.375,
352,1971-05-27,148.5,149.25,152.75,
353,1971-05-28,149.75,150.5,153.25,
354,1971-06-01,149.25,149.0,152.25,
355,1971-06-02,148.5,148.625,151.75,
356,1971-06-03,150.0,150.25,153.625,
357,1971-06-04,149.75,150.5,154.0,
358,1971-06-07,147.0,147.75,151.875,
359,1971-06-08,146.75,147.75,151.5,
360,1971-06-09,149.0,150.0,153.875,
361,1971-06-10,154.25,155.0,159.75,
362,1971-06-11,154.5,155.5,159.75,
363,1971-06-14,151.5,152.875,157.25,
364,1971-06-15,150.5,151.625,156.0,
365,1971-06-16,154.25,154.75,159.75,
366,1971-06-17,154.0,154.625,158.875,
367,1971-06-18,151.5,152.25,156.625,
368,1971-06-21,150.25,151.375,155.625,
369,1971-06-22,150.5,151.625,155.625,
370,1971-06-23,150.5,151.25,155.0,
371,1971-06-24,148.75,149.75,153.875,
372,1971-06-25,149.0,150.375,154.0,
373,1971-06-28,148.75,149.125,152.625,
374,1971-06-29,148.25,147.875,151.0,
375,1971-06-30,148.25,147.875,150.75,
376,1971-07-01,148.5,148.5,151.625,
377,1971-07-02,147.25,147.5,150.625,
378,1971-07-06,146.75,146.625,149.5,
379,1971-07-07,145.75,145.625,148.25,
380,1971-07-08,145.5,145.625,148.0,
381,1971-07-09,145.25,145.125,147.375,
382,1971-07-12,144.5,144.0,146.75,
383,1971-07-13,145.75,144.625,147.25,
384,1971-07-14,148.5,146.75,149.25,
385,1971-07-15,148.75,147.0,149.625,
386,1971-07-16,150.0,148.25,150.875,
387,1971-07-19,147.75,147.625,150.25,
388,1971-07-20,145.25,145.625,148.25,
389,1971-07-21,143.75,145.125,148.0,
390,1971-07-22,145.75,148.5,150.25,
391,1971-07-23,144.75,147.75,149.5,
392,1971-07-26,145.25,148.125,149.75,
393,1971-07-27,144.25,146.875,148.75,
394,1971-07-28,143.375,145.5,147.375,
395,1971-07-29,143.375,145.25,146.625,
396,1971-07-30,143.5,145.25,146.625,
397,1971-08-02,143.375,144.875,146.375,
398,1971-08-03,144.5,145.375,146.375,
399,1971-08-04,144.625,145.5,146.625,
400,1971-08-05,143.5,144.0,145.125,
401,1971-08-06,142.0,143.0,144.0,
402,1971-08-09,142.75,143.25,144.25,
403,1971-08-10,143.0,142.75,143.875,
404,1971-08-11,143.75,143.0,143.875,
405,1971-08-12,143.5,142.625,143.125,
406,1971-08-13,144.0,143.25,144.0,
407,1971-08-16,144.75,143.375,144.0,
408,1971-08-17,144.0,143.0,143.5,
409,1971-08-18,144.25,143.625,144.5,
410,1971-08-19,144.25,143.5,144.625,
411,1971-08-20,144.875,143.75,144.75,
412,1971-08-23,145.375,144.0,144.75,
413,1971-08-24,145.25,144.25,145.25,
414,1971-08-25,144.875,143.875,144.625,
415,1971-08-26,145.375,144.25,144.625,
416,1971-08-27,145.875,144.5,144.625,
417,1971-08-30,144.375,143.25,144.5,
418,1971-08-31,143.625,142.625,144.0,
419,1971-09-01,144.125,142.75,144.25,
420,1971-09-02,145.5,144.0,145.5,
421,1971-09-03,147.25,144.625,146.125,
422,1971-09-07,147.75,145.0,146.25,
423,1971-09-08,146.75,143.75,145.0,
424,1971-09-09,146.75,143.75,144.875,
425,1971-09-10,146.875,142.75,144.0,
426,1971-09-13,147.5,142.375,143.5,
427,1971-09-14,148.625,142.625,143.75,
428,1971-09-15,149.25,142.625,143.625,
429,1971-09-16,148.125,141.5,143.0,
430,1971-09-17,147.75,140.875,142.0,
431,1971-09-20,149.125,141.25,141.75,
432,1971-09-21,148.375,141.5,141.75,
433,1971-09-22,142.25,142.125,140.0,
434,1971-09-23,142.375,142.125,139.75,
435,1971-09-24,143.25,142.75,140.375,
436,1971-09-27,143.875,143.125,141.625,
437,1971-09-28,143.25,142.125,140.375,
438,1971-09-29,143.625,142.25,140.375,
439,1971-09-30,145.125,142.625,140.75,
440,1971-10-01,144.375,142.625,140.5,
441,1971-10-04,143.625,142.0,139.875,
442,1971-10-05,143.75,142.25,140.25,
443,1971-10-06,144.0,142.375,140.125,
444,1971-10-07,144.375,142.625,140.5,
445,1971-10-08,144.625,142.5,140.375,
446,1971-10-11,145.625,143.25,141.125,
447,1971-10-12,146.125,143.5,141.625,
448,1971-10-13,144.375,141.75,139.5,
449,1971-10-14,145.625,142.5,140.25,
450,1971-10-15,145.875,142.875,139.875,
451,1971-10-18,146.0,143.125,140.125,
452,1971-10-19,146.0,143.25,140.0,
453,1971-10-20,146.5,144.25,141.0,
454,1971-10-21,147.625,145.25,142.0,
455,1971-10-22,147.625,145.75,143.75,
456,1971-10-25,147.625,145.875,143.375,
457,1971-10-26,146.625,145.125,142.625,
458,1971-10-27,148.625,147.5,144.5,
459,1971-10-28,148.125,147.0,143.5,
460,1971-10-29,147.5,146.25,143.25,
461,1971-11-01,146.625,145.5,142.875,
462,1971-11-02,146.625,145.625,143.0,
463,1971-11-03,147.25,146.0,143.25,
464,1971-11-04,148.125,146.75,143.625,
465,1971-11-05,149.375,147.75,144.625,
466,1971-11-08,148.75,147.25,143.625,
467,1971-11-09,147.625,146.125,142.625,
468,1971-11-10,147.875,146.375,142.875,
469,1971-11-11,148.75,147.125,143.5,
470,1971-11-12,148.5,146.5,143.375,
471,1971-11-15,148.125,146.5,143.25,
472,1971-11-16,147.875,146.0,142.75,
473,1971-11-17,147.625,145.75,143.0,
474,1971-11-18,147.125,145.0,142.0,
475,1971-11-19,146.25,144.125,141.0,
476,1971-11-22,146.375,144.875,141.875,
477,1971-11-23,146.5,145.25,142.25,
478,1971-11-24,147.125,145.875,142.875,
479,1971-11-26,148.25,146.75,143.75,
480,1971-11-29,148.625,146.375,143.375,
481,1971-11-30,147.875,146.0,142.75,
482,1971-12-01,148.375,146.625,143.25,
483,1971-12-02,148.0,146.625,143.25,
484,1971-12-03,149.0,147.125,144.25,
485,1971-12-06,148.75,147.0,144.5,
486,1971-12-07,149.625,147.125,144.5,
487,1971-12-08,151.5,147.75,145.0,
488,1971-12-09,154.5,150.375,148.125,
489,1971-12-10,152.875,150.375,148.25,
490,1971-12-13,155.75,151.75,150.25,
491,1971-12-14,156.125,151.75,149.0,
492,1971-12-15,153.75,150.75,148.375,
493,1971-12-16,151.5,149.875,147.625,
494,1971-12-17,151.75,149.75,148.375,
495,1971-12-20,151.5,149.625,148.0,
496,1971-12-21,148.625,147.125,142.0,
497,1971-12-22,149.0,147.25,142.0,
498,1971-12-23,149.375,147.125,141.5,
499,1971-12-27,149.5,147.375,141.5,
500,1971-12-28,150.125,147.75,142.0,
501,1971-12-29,149.375,147.625,142.0,
502,1971-12-30,149.5,147.25,142.25,
503,1972-01-03,148.875,146.125,141.75,
504,1972-01-04,149.0,146.25,142.625,
505,1972-01-05,149.375,147.125,144.0,
506,1972-01-06,149.125,146.75,143.5,
507,1972-01-07,149.0,146.25,143.125,
508,1972-01-10,148.625,145.875,142.75,
509,1972-01-11,148.625,145.875,142.0,
510,1972-01-12,148.75,146.0,141.75,
511,1972-01-13,149.25,146.125,141.75,
512,1972-01-14,150.25,146.875,142.625,
513,1972-01-17,150.25,147.125,142.5,
514,1972-01-18,149.75,146.375,141.625,
515,1972-01-19,149.625,146.5,141.75,
516,1972-01-20,150.25,146.75,142.625,
517,1972-01-21,150.125,146.875,142.5,
518,1972-01-24,149.5,146.5,142.0,
519,1972-01-25,150.25,147.375,143.25,
520,1972-01-26,149.125,145.75,141.25,
521,1972-01-27,149.0,145.25,140.5,
522,1972-01-28,149.25,145.5,140.75,
523,1972-01-31,148.0,144.375,139.625,
524,1972-02-01,146.375,143.25,139.375,
525,1972-02-02,147.125,143.5,139.75,
526,1972-02-03,147.625,144.5,140.375,
527,1972-02-04,148.0,144.75,140.0,
528,1972-02-07,148.25,145.125,140.375,
529,1972-02-08,148.375,145.5,140.125,
530,1972-02-09,148.125,144.75,140.125,
531,1972-02-10,148.625,145.25,140.125,
532,1972-02-11,148.875,145.375,140.625,
533,1972-02-14,148.75,145.25,140.5,
534,1972-02-15,148.5,145.25,140.5,
535,1972-02-16,149.125,145.375,140.75,
536,1972-02-17,148.625,145.125,140.5,
537,1972-02-18,148.25,144.875,140.25,
538,1972-02-22,148.25,145.0,140.5,
539,1972-02-23,148.625,145.875,141.375,
540,1972-02-24,149.5,146.375,142.125,
541,1972-02-25,149.5,146.625,143.0,
542,1972-02-28,150.125,146.875,143.75,
543,1972-02-29,150.0,146.125,143.0,
544,1972-03-01,150.75,146.375,143.0,
545,1972-03-02,151.5,146.875,144.25,
546,1972-03-03,152.5,147.5,144.625,
547,1972-03-06,151.75,147.5,144.5,
548,1972-03-07,152.0,147.625,144.5,
549,1972-03-08,152.625,148.0,145.0,
550,1972-03-09,153.25,149.5,147.0,
551,1972-03-10,153.75,149.875,147.75,
552,1972-03-13,152.625,149.875,147.625,
553,1972-03-14,150.375,148.625,145.875,
554,1972-03-15,150.0,148.5,145.875,
555,1972-03-16,150.25,148.75,146.0,
556,1972-03-17,151.25,148.875,146.25,
557,1972-03-20,151.5,148.875,145.5,
558,1972-03-21,150.75,148.875,145.25,
559,1972-03-22,148.75,144.875,147.5,
560,1972-03-23,148.375,144.375,146.625,
561,1972-03-24,148.5,144.5,146.375,
562,1972-03-27,148.875,145.0,147.0,
563,1972-03-28,149.0,145.0,147.0,
564,1972-03-29,149.625,145.5,147.375,
565,1972-03-30,149.0,144.875,146.75,
566,1972-04-03,149.25,145.25,147.25,
567,1972-04-04,150.375,147.0,148.875,
568,1972-04-05,151.25,147.625,149.25,
569,1972-04-06,150.5,147.0,148.625,
570,1972-04-07,151.625,148.25,150.0,
571,1972-04-10,153.0,149.5,151.25,
572,1972-04-11,154.375,150.5,152.25,
573,1972-04-12,153.625,149.625,151.375,
574,1972-04-13,153.5,148.625,150.5,
575,1972-04-14,153.25,149.125,150.5,
576,1972-04-17,152.75,148.5,151.0,
577,1972-04-18,152.625,147.75,149.375,
578,1972-04-19,152.125,146.75,148.5,
579,1972-04-20,152.0,146.375,147.875,
580,1972-04-21,152.0,146.625,148.25,
581,1972-04-24,153.0,147.75,149.375,
582,1972-04-25,153.375,147.5,149.125,
583,1972-04-26,152.875,147.0,148.25,
584,1972-04-27,153.0,146.75,148.25,
585,1972-04-28,153.75,147.375,148.625,
586,1972-05-01,153.75,147.25,148.375,
587,1972-05-02,154.375,146.625,147.75,
588,1972-05-03,154.625,145.5,146.75,
589,1972-05-04,154.25,144.75,146.125,
590,1972-05-05,154.25,144.625,146.125,
591,1972-05-08,155.5,144.25,145.75,
592,1972-05-09,156.5,144.125,145.5,
593,1972-05-10,157.25,144.0,145.25,
594,1972-05-11,157.5,143.75,145.0,
595,1972-05-12,158.5,144.625,145.875,
596,1972-05-15,160.5,146.0,147.25,
597,1972-05-16,160.375,146.125,147.625,
598,1972-05-17,160.25,144.5,146.0,
599,1972-05-18,160.75,144.25,145.75,
600,1972-05-19,160.5,144.5,146.25,
601,1972-05-22,144.125,146.0,149.0,
602,1972-05-23,144.25,146.25,149.25,
603,1972-05-24,145.125,147.0,150.0,
604,1972-05-25,145.0,147.0,150.0,
605,1972-05-26,144.5,146.25,149.25,
606,1972-05-30,145.0,146.75,149.75,
607,1972-05-31,145.0,146.5,149.5,
608,1972-06-01,145.125,146.375,149.375,
609,1972-06-02,144.0,145.25,148.0,
610,1972-06-05,143.5,144.625,147.5,
611,1972-06-06,143.375,144.5,147.5,
612,1972-06-07,143.625,144.5,147.625,
613,1972-06-08,143.75,144.75,147.75,
614,1972-06-09,142.25,143.0,145.875,
615,1972-06-12,142.125,143.25,146.125,
616,1972-06-13,143.0,144.0,146.875,
617,1972-06-14,143.375,144.25,147.125,
618,1972-06-15,142.75,143.625,146.375,
619,1972-06-16,142.75,143.375,146.25,
620,1972-06-19,142.0,142.625,145.75,
621,1972-06-20,142.25,142.875,145.875,
622,1972-06-21,140.875,142.125,145.0,
623,1972-06-22,140.25,141.875,145.0,
624,1972-06-23,140.5,142.0,145.0,
625,1972-06-26,140.25,141.625,144.375,
626,1972-06-27,140.25,142.25,144.75,
627,1972-06-28,140.0,141.625,144.75,
628,1972-06-29,140.0,142.0,144.875,
629,1972-06-30,140.875,143.0,146.0,
630,1972-07-03,144.5,144.75,147.25,
631,1972-07-05,145.5,146.5,148.75,
632,1972-07-06,147.5,148.5,150.875,
