,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,naive_movav,nyu_call_report_cash_liquidity,7641,4,17.681674613725338,1.9436465509931817,3.6881715793573475,0.17955973063196454,4.907395894298784,0.22677068836057582
