,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,ses,he_kelly_manela_factors_monthly,4,12,0.5078680908496112,0.5325176527552888,0.05160389634034504,0.04745745278886766,0.07238578922694006,0.07125155138394082
