,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,ses,corp_bond_returns,5529,12,59.764390644068314,2.5604185713768564,11.956608295026347,0.15230044296444117,17.985425703711424,0.205539603166918
