,Model,Dataset,Entities,Seasonality,Mean_MASE,Median_MASE,Mean_MAE,Median_MAE,Mean_RMSE,Median_RMSE
0,ets,nyu_call_report_holding_company_leverage,4750,4,194.1024267614739,0.8642390806330169,50.340643858074344,0.0590245438231609,65.84248893230613,0.07846066107632155
